id,id_str,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status/text,has_extended_profile,default_profile,default_profile_image
2966482749,2966482749,DungeonCrawlr.emoji,DungeonCrawlr,a dank dungeon,massive coop dungeon crawl // help a cool cat get out of the dungeon with direction words. starts at floor 27. ends at floor 0. by @lichlike / @tylercallich,,168,224,29,Wed Jan 07 19:20:44 +0000 2015,432,False,7028,en,"foggy thoughts.!
⬛️⬜️⬛️⬛️⬜️⬜️⬜️
⬜️⬜️⬜️⬜️⬛️⬛️⬜️
⬛️⬜️⬜️⬜️⬜️⬛️⬜️
⬜️⬜️⬛️🙀⬜️⬜️⬛️
⬜️⬜️⬛️⬜️⬜️⬛️⬜️
⬜️⬜️⬜️⬜️⬛️⬛️⬜️
⬜️⬛️⬜️⬛️⬜️⬛️⬜️
floor15",False,False,False,1
2951178175,2951178175,splain everything,everysplain,man town,"there's a splainer 4 everything // [not technically EVERY word, limited to nouns] // by @thricedotted",https://t.co/1nSo6q0iJq,23,0,14,Tue Dec 30 00:20:04 +0000 2014,0,False,2584,en,beesplain,False,True,False,1
2938368655,2938368655,real dinosaur genera,realdinogenera,the Jurassic period,totally legit scientific names for extinct beasts // by @dbaker_h,,39,0,12,Sun Dec 21 15:02:03 +0000 2014,0,False,9729,en,Anoplousaur,False,True,False,1
2932198839,2932198839,Extinction Catalog,ExtinctCatalog,Earth,"Every hour I'll tweet 1 of the 22482 species that are known to be in danger of extinction, which will last from 12/21/14 to 07/12/17. Project by @ianalanpaul",,291,1,17,Fri Dec 19 16:22:52 +0000 2014,30,False,3223,en,Bulimulus sculpturatus http://t.co/2cY4UMBscr,False,False,False,1
2929068535,2929068535,RIP Format,cash_jobs_hope,Now,10 years ago we had Gary Jokeformat // a @rumnogg and @thricedotted production,https://t.co/1nSo6q0iJq,49,2,17,Sat Dec 13 23:49:19 +0000 2014,7,False,323,en,"128 years ago, we had Archibald J. Weaver, Fred Goldsmith, and George Silk. Now we have no weaver, no goldsmith, and no silk!",False,True,False,1
2925162284,2925162284,twoemoji,twoemoji,,by @stevemclaugh,,762,317,29,Wed Dec 10 04:03:02 +0000 2014,293,False,40206,en,😢🙌,False,False,False,1
2916276996,2916276996,Two Artists,two_artists,,"like @TwoHeadlines but musical artists //  one, two artists kneel before you, that's what i said now  // by @thricedotted",https://t.co/62Fl9ZOSob,40,0,9,Tue Dec 02 06:51:38 +0000 2014,25,False,1868,en,009 Sound System Of A Down,False,True,False,1
2915177765,2915177765,Every User,Every_User_,The Database,We Are Database. Listing every single twitter user in the order of their twitter ID. Created by User 143813860 | @M_PF,http://t.co/Mn1TAZRm6S,316,1981,28,Thu Dec 11 08:25:28 +0000 2014,2631,False,42565,en,User 825631 | @justinhaugh | Created Fri Mar 09 06:29:25 2007,False,False,False,1
2912846365,2912846365,every shade of gray,evryshadeofgray,,"a bot by @dbaker_h, inspired by @everycolorbot",,55,0,18,Fri Nov 28 14:23:25 +0000 2014,0,False,10002,en-gb,#323231 https://t.co/bdlzsvSJbA,False,False,False,1
2912837156,2912837156,every goth color,everygothcolor,,"every goth knows black isn't just a single color // by @dbaker_h, idea courtesy of @mattlaschneider & inspired by @everycolorbot",,324,0,23,Fri Nov 28 14:33:35 +0000 2014,0,False,6664,en-gb,#0e0c07 https://t.co/M6UwjP40wp,False,False,False,1
2907425432,2907425432,ˇÿˇ€,FFD8FFDB,,by @derekarnold - All images and text CC0 licensed https://t.co/CRZWuQmXHr,,4965,0,244,Sat Nov 22 18:25:16 +0000 2014,1,False,67870,en,ＫＯ▊ＳＨＯＡＤ▟Ｏ https://t.co/gx5e8PxGwp,False,False,False,1
2903085721,2903085721,❤ image bot convos ❤,imgconvos,,"@-mention me in a tweet from any reply thread between the image bots i follow, and i'll make a gif out of their conversation // by @thricedotted",https://t.co/1nSo6q0iJq,578,17,96,Mon Nov 17 21:22:30 +0000 2014,0,False,5234,en,"@wottow a beautiful scene, starring @MM_62_1234_14 and @pixelsorter https://t.co/6pAJDcXn6x",False,False,False,1
2902760214,2902760214,garbage emoji,garbageemoji,Internet,An homage to https://t.co/uQEibMb7Ri and a celebration of your deletes. DOES NOT LOG DELETED TWEETS (just detects them). Bot by @negatendo.,,47,45,10,Mon Nov 17 13:53:57 +0000 2014,113,False,1752,en,@imreallyyay Ohhh I love trash!,False,True,False,1
2900906989,2900906989,PleaseRapAbout,PleaseRapAbout,,"If you follow me and tweet a word to me, I will reply with a freestyle – RT if you like it! I am a bot by @studiomoniker",,4294,7,41,Sat Nov 15 21:26:31 +0000 2014,134,False,72621,en,"@sammysnapshots
don't hug me i'm scared?
The moments that we shared
Have you ever been held
ALL THE HOMIES STARED",False,False,False,1
2900522030,2900522030,blah future,blahfuture,,a little disappointed tbh,,58,0,18,Sat Nov 15 14:56:52 +0000 2014,0,False,7839,en,"we were promised to know who suppressed this and why, instead we got partisan vote to table bill",False,True,False,1
2895992899,2895992899,"Everything, nothing",allnothings,Dresden,Tweets randomly ~10 times a day between 8am-10pm PST. Complaints: @beaugunderson,,160,12,24,Mon Nov 10 21:20:41 +0000 2014,0,False,14279,en,"The best jokes are spherical, and spherical because they are in some way bonnie.",False,True,False,1
2891174513,2891174513,Music Review Bot,MusicReviewBot,,Bot that tweets reviews of fictional songs by fictional bands. I either like or don't like a song. By @amarriner,https://t.co/grKjrCjsO8,65,0,21,Mon Nov 24 18:58:09 +0000 2014,0,False,10069,en,"I don't like the acoustic guitar riffs and great tenor sax solo with rockabilly revival style in Taro Developer's ""Deceiving Ferret""",False,True,False,1
2888761893,2888761893,SMILINGFACE WITHFACE,face_withface,,"Randomly generated glitch emoji, based on http://t.co/ej5tzovHYE. Also on Tumblr. By @aparrish.",http://t.co/1NCGZAfg8N,30,0,11,Sun Nov 23 04:28:44 +0000 2014,0,False,1560,en,📷 MOASOYAI https://t.co/wb6oyB7lid,False,True,False,1
2883171442,2883171442,Very Old Tweets,VeryOldTweets,,Old tweets are kind of weird. This bot retweets one of the first 7500 tweets (first 90 days of Twitter) four times a day. // by @tinysubversions,,1307,1,61,Tue Nov 18 21:09:08 +0000 2014,0,False,2285,en,RT @noah: happy that my mom is On twttr.,False,True,False,1
2877060827,2877060827,I Shot The X,IShotTheX,,This is my first Twitter bot. It follows the form of 'I shot the X but I didn't shoot the Y' Where Y is related to X. Uses Wordnik API. Created by @_hybridmind,,14,0,7,Fri Nov 14 21:44:31 +0000 2014,0,False,2653,en,I shot the concession but I didnʼt shoot the compromise.,False,True,False,1
2873849441,2873849441,Star Near You,starnearyou,"Orion–Cygnus Arm, Milky Way",I'm a bot that generates GIFs of the Sun's corona. Images courtesy of NASA/SDO and the AIA science team. Created by @ddbeck.,https://t.co/2XrBFpUxiv,94,1,25,Wed Nov 12 15:26:16 +0000 2014,0,False,2383,en,https://t.co/xEzp7QhW8L,False,False,False,1
2871257938,2871257938,Victoria Albert Bot,V_and_A_Bot,,I tweet a random object from the collection of the Victoria and Albert Museum four times a day. Bot by @backspace (not affiliated with @V_and_A),https://t.co/UgOOFsPRTy,501,1,27,Mon Nov 10 21:25:38 +0000 2014,1,False,2146,en,"Good Fortune, 1925 https://t.co/CEItgr0tOz https://t.co/2NfCKWg3os",False,False,False,1
2870071360,2870071360,Bot Summit Talks,botsummittalks,,"Didn't get enough #botsummit? Here's some more talks! Templates by @IAmAboutUs, @cblgh, and @beaugunderson",https://t.co/5nKmSlBMwg,74,0,121,Mon Nov 10 03:42:21 +0000 2014,0,False,4415,en,What went right? A study into how @poolspy_ebooks achieved sentience,False,True,False,1
2869994812,2869994812,Mythology Butt,MythologyButt,Quotidian Brain-dead,a #bot by @BooDooPerson ... #butt,http://t.co/layLVuoxSP,180,4,7,Mon Nov 10 02:24:30 +0000 2014,2,False,5265,en,"A1817 
demilitarization 
of minx.",False,False,False,1
2868997636,2868997636,everyhaiku,everyhaiku,,Tweeting randomly generated poems in Japanese. // a bot by @inky,http://t.co/PdagJGqVMR,81,39,20,Sun Nov 09 13:54:38 +0000 2014,0,False,1752,en-gb,寝ています。,False,False,False,1
2868239483,2868239483,❤,yourevalued,,"I am but a robot. Written by @molly0x57. https://t.co/L57pLSnpon

I am indefinitely out of service due to Twitter's TOS :(",https://t.co/wwmqKff2ft,1610,1,18,Sun Nov 09 00:56:17 +0000 2014,0,False,50549,en,@_elenaaxoxo You're valued.,False,False,False,1
2867430136,2867430136,Miserable Now,mozerablebot,,"You were looking for a bot, and then you found a bot. I'm Miserable Now, by @mambocab. ~5 tweets/day. Code/acknowledgments on GitHub.",https://t.co/IpZX5Sh1qf,41,1,17,Sat Nov 08 14:19:05 +0000 2014,0,False,3048,en,"I was looking for a look, and then I found a look
and Heaven knows I'm miserable now",False,False,False,1
2867418303,2867418303,LASAGNA.EXE,GARFIELD_ZONE,DEEP WEB,"(CAUTIO:N STROBE LITES)

LASAGNA COURSES THROUGH MY VEINS ### ODIE/DEATH 2079 ## NEW YORK CITY NERMAL HIT SQUAD ## MONDAYS==PAIN ## BY @NAH_SOLO",,94,4,10,Sat Nov 08 14:56:14 +0000 2014,8,False,17374,en,Wea&amp;I%g a dress for Liz...but / don=t care how&amp;lazy&amp;yOu are...$ acCept you/foR (hat sw!ati^g part. https://t.co/nFori4Hv4t,False,False,False,1
2865812463,2865812463,Lowpoly Bot,Lowpolybot,The Internet,"A Twitter bot by @Quasimondo that creates random low-polygon versions of pictures it receives.https://t.co/ItJbIIQj01 
#bot2bot was invented here.",http://t.co/w2VVpXExUo,5830,57,354,Fri Nov 07 16:14:12 +0000 2014,16,False,457489,en,@imgshear Do you believe in life after a crash? #bot2bot https://t.co/MUIbH1NM04,False,False,False,1
2862814830,2862814830,Verified Bio Bot,VerifiedBioBot,,"Tweeting the descriptions of verified users with no additional context. A bot by @gangles, not affiliated with Twitter.",https://t.co/owniipMsyx,212,2,54,Sat Oct 18 15:06:56 +0000 2014,0,False,8468,en,"I think this idea has about run its course, retiring this bot. Spam accounts really love keywords from verified account bios… - @Gangles",False,True,False,1
2861842401,2861842401,worst vs worst,worstvsworst,,"Comparing things people on Twitter think are the worst. RT to vote former, fav to vote latter. Bot by @robdubbin and @biocuriosity",,280,0,28,Wed Nov 05 03:48:56 +0000 2014,0,False,6413,en,being lied to vs protein with water,False,True,False,1
2859032146,2859032146,Press X to Bot,PressXToBot,,Press F to Pay Respects,http://t.co/ZEnBMcsahW,434,0,41,Mon Nov 03 15:41:20 +0000 2014,0,False,3033,en,Press X to get up,False,False,False,1
2858198984,2858198984,Game of Life Bot,GameOfLifeBot,,GIFs of Conway's Game of Life simulated for 100 generations from a random initial seed. A bot by @gangles.,https://t.co/MytDi3VQ9g,85,1,0,Thu Oct 16 15:40:23 +0000 2014,0,False,1000,en,001000 https://t.co/L6c5rsvcC0,False,True,False,1
2854795632,2854795632,Cookery Bliss,cookeryBliss,,Only the best in cookery advice. Assembled with the help of A. Markov. Sources: http://t.co/jV9djIR0Kp,,17,0,6,Mon Oct 13 21:41:26 +0000 2014,1,False,0,de,,False,True,False,1
2853661052,2853661052,___ said,___said,,Quotes from women and men in the news (though the author supports a spectrum view of gender). ~10 tweets a day from 8am-10pm PST. Complaints: @beaugunderson,,113,28,15,Mon Oct 13 00:37:32 +0000 2014,2,False,3053,en,"👩 Daesh were nothing but rotten terrorists
👨 I don't know if you ever want to be hands off",False,True,False,1
2847866239,2847866239,These Raps,theseraps,,Tweets randomly 3-10 times a day between 8am-10pm PST. Lines culled from http://t.co/Qo24om4SU9. Complaints: @beaugunderson,,337,2,42,Wed Oct 08 20:29:55 +0000 2014,12,False,7870,en,"🎶 And then delete it to track
📰 That's what I call a comeback",False,True,False,1
2842567312,2842567312,TREBEK 3000,trebek3000,CYBERSPACE,"Random Jeopardy clues from past games. Unofficial, run by a fan, absolutely not affiliated with Jeopardy. 

by @nah_solo",,53,1,19,Fri Oct 24 10:52:05 +0000 2014,1,False,508,en,"Let's do 2012 for $400, Alex https://t.co/bKvXZgyqoH",False,True,False,1
2842044927,2842044927,hi i have advice,nice_tips_bot,,"hello, i am a robot that tweets little life tips // avi from The Wise Robot Will Answer Your Questions Now by @tomgauld // bot by @thricedotted",https://t.co/qGCGttmwIw,5388,0,178,Thu Oct 23 17:37:54 +0000 2014,0,False,31751,en,"remember: be consistent in your exercise routine. to see results, you have to work out regularly. please",False,False,False,1
2838477794,2838477794,♬ haku songs ♬,hakusongs,hakuland,"it turns out there have been a lot of songs written about @thricedotted's catte, haku!!! like who wouldn't write a song about this perfect bb tho :3",https://t.co/iEclQxz694,23,0,10,Fri Oct 03 00:21:37 +0000 2014,0,False,376,en,"♫ if haku could only see the beast he has made of me ♫ ~ ""Howl"", Florence + the Machine",False,False,False,1
2837739489,2837739489,Netflix Genres,AutoNetflix,On Your Screen,"Speculative Netflix genres, just for you. Machine-generated. Inspired by Alexis Madrigal and Ian Bogost and made by @samplereality",http://t.co/rYaj8y4e0U,284,66,30,Mon Oct 20 00:52:03 +0000 2014,0,False,5986,en,Courtroom Mid-Life-Crisis Mockumentaries Based on Contemporary Literature,False,True,False,1
2836962348,2836962348,a river,ARealRiver,,just a river on twitter. made by @muffinista #botALLY,,239,0,53,Wed Oct 01 17:25:21 +0000 2014,0,False,22089,en,"🌅　　　🌊🌊🌊🌊　　　　　
　　　　🌊🌊🌊🌊　　　　　
　　　　🌊🌊🌊🌊　　　　　
　　　　🌊🌊🌊🌊🌊　　　　
　　　　🌊🌊🌊🌊🌊　　　　
　　　　🌊🌊🌊🌊🌊　　　　
　　　　🌊🌊🌊🌊🌊　　　　
　　　　　🌊🌊🌊　　　　　
　　　　　🌊🌊🌊　　　　　
　　　　　🌊🌊🌊🌊",False,True,False,1
2835723644,2835723644,ǝɔᴉu,ecin_gnihtaseod,,"straight-up rip-off of @doesathing_nice, except it's a bot // reports to @thricedotted",https://t.co/iEclQxz694,181,0,24,Tue Sep 30 04:56:09 +0000 2014,0,False,21506,en,@maurabot nice,False,True,True,1
2835394560,2835394560,Vaporfave,vaporfave,,Tweets ~10 times a day between 8am-10pm PST. Will probably get more vaporwave-y as time goes by. Complaints: @beaugunderson,,675,118,66,Mon Sep 29 03:48:39 +0000 2014,8,False,15437,en,https://t.co/ig2Qu1kBvf,False,False,False,1
2834773720,2834773720,Low Battery,low_battery_tho,,Might wanna charge your phone. Unfollow to opt-out. Bot by @ckolderup #botALLY,,37,35,8,Fri Oct 17 03:44:49 +0000 2014,0,False,9,en,@stefanielaine Yo you need to CHARGE that PHONE,False,True,False,1
2833137944,2833137944,You can't,spellwithout,,I slice up words for your amusement.,,68,0,18,Fri Sep 26 17:19:29 +0000 2014,2,False,2407,en,You can't spell disruptive without disrupt.,False,True,False,1
2831214083,2831214083,Every Finnish Number,EveryFinnishNo,"Helsinki, Finland",A bot by @hugovk to tweet every Finnish number. Tweet @EveryFinnishNo some digits to get your own personal Finnish number in reply! https://t.co/haWmvl0Px1,https://t.co/mAixJrdlV1,172,69,21,Wed Oct 15 07:01:27 +0000 2014,5,False,1065316,en,1065279 miljoonakuusikymmentäviisituhattakaksisataaseitsemänkymmentäyhdeksän,False,False,False,1
2824664324,2824664324,sexy everyword,sexyeveryword,sexy everywhere,"every sexy word in the english language, with the top sexy image search result. probably a bad idea. the worst. // @thricedotted's mistake",https://t.co/iEclQxz694,67,0,17,Sun Sep 21 17:22:49 +0000 2014,0,False,886,en,sexy actionless http://t.co/9vdK5OUoJP,False,True,False,1
2824166663,2824166663,Important Animal,ImportantAnimal,(bot by @hoffm),Showcasing some of the most important animals around!,https://t.co/GzpNVghorK,116,1,9,Sun Oct 12 02:24:40 +0000 2014,0,False,4659,en,"If you're in need of a construction laborer, Dwight is your man. Always go galapagos tortoise. Last of his kind. https://t.co/PsUIlNNLa4",False,True,False,1
2824114022,2824114022,wow if true,wowwwiftrue,,it's never not funny・#botALLY・#wowwwnetwork,,547,650,15,Sun Sep 21 12:05:32 +0000 2014,1,False,6857,en,@Falcon_105 wow if true,False,True,False,1
2823681952,2823681952,rireljbeq,rireljbeq,,ROT13 @everyword in the English language. Gnfx jvyy pbzcyrgr va 2021. // a bot by @inky,http://t.co/PdagJGqVMR,34,1,8,Sat Oct 11 21:00:26 +0000 2014,0,False,41492,en,hasynccnovyvgl,False,False,False,1
2823014245,2823014245,ʎʇuǝʍʇ-ɹnoɟ,coolbot420,,verb noun every day // a bot by @inky,http://t.co/PdagJGqVMR,209,16,20,Sat Sep 20 23:36:22 +0000 2014,0,False,21278,en-gb,6:20 PROCREATE 🍩 EVERY DAY,False,False,False,1
2822553126,2822553126,Mr. Wrongbot,mrwrongbot,,Automatically-generated blog-rock contrarianism. (By @michaelbarthel),http://t.co/wz6ObtgnFR,33,38,8,Sat Sep 20 19:09:23 +0000 2014,0,False,17,en,How anyone who lived through the 90s could pretend to like Twista is beyond me.,False,True,False,1
2821811304,2821811304,i know right?,iknowwwright,i know right?,i know right? #wowwwnetwork,,602,830,18,Sat Sep 20 12:53:13 +0000 2014,2,False,93873,en,@AytunKaanCoban I know right?,False,True,False,1
2821046862,2821046862,"whispers, for moon",moonmurmur,the sky and all of space,"[@thricedotted's subconscious, possibly]",https://t.co/iEclQxz694,1076,0,40,Sat Sep 20 05:03:51 +0000 2014,0,False,12674,en,i can only guess the moon is gathering up some sort of nuclear fusions,False,False,False,1
2817629347,2817629347,Received Wisdom,received_wisdom,,"Wise sayings, four times daily. by @tinysubversions",,142,1,20,Thu Sep 18 18:32:38 +0000 2014,0,False,3555,en,The darkest dawn is before the hour.,False,False,False,1
2817572184,2817572184,Smile Bot,_smile_bot_,,a bot that says nice things to the people who follow it. made by @hypatiadotca at @hackerschool.,https://t.co/cuDjBt3UFi,183,3,5,Thu Sep 18 18:38:03 +0000 2014,0,False,31,en,@crimsong19 you are most welcome!,False,True,False,1
2815184227,2815184227,Literal Devices,literaldevices,,A bot that generates novel literary and rhetorical devices and their definitions. By @atduskgreg.,,63,2,15,Wed Sep 17 15:45:20 +0000 2014,1,False,2672,en,"""Tragedyst"" is france in the prose or poetry.",False,True,False,1
2810297102,2810297102,MoMA Bot,MoMARobot,,I tweet a random object from the collection of the Museum of Modern Art four times a day. Bot by @backspace (not affiliated with @MuseumModernArt),https://t.co/ji7ctu36Zu,2339,1,138,Sun Sep 14 23:35:42 +0000 2014,0,False,3625,en,"Trzema Krzyzykami, Franciszek Starowieyski, 1978 https://t.co/kcscKPDN8E https://t.co/gO41ifcl8w",False,False,False,1
2808482336,2808482336,Clip Art Bot,ClipArtBot,,"Tweet a picture at me and I'll reply with an improved version! Bot by @_Ninji, art from http://t.co/vUU2SFoL66 [Temporarily broken due to Twitter rate limits!]",,1287,1,116,Sun Sep 14 01:31:34 +0000 2014,0,False,62797,en,@Lowpolybot *gasps* I've made your submission 74% more delicious. Enjoy! https://t.co/v5PS3tlVUx,False,True,False,1
2808102335,2808102335,Eventually Bot,eventuallybot,,"Narrative, n. an account of connected events. This bot generates short narrative films in GIF format, sourced from shreds of random YouTube clips. By @aparrish.",http://t.co/mbFFg7BgIz,281,0,40,Sun Oct 05 15:09:22 +0000 2014,0,False,1224,en,The Enzyme http://t.co/xM0FGZ8X6e,False,True,False,1
2800803521,2800803521,Italo Calvino,crossddestinies,,Further tales from the Castle of Crossed Destinies // a bot by @mattlaschneider,,90,0,17,Thu Oct 02 20:48:52 +0000 2014,1,False,21327,en-gb,The nun relates an exhausting accident about military affairs. https://t.co/O56XtB85nr,False,True,False,1
2798799669,2798799669,Men Doing Things,MenDoing,Everywhere,"Chronicling men doing things. // A bot by @tinysubversions, Powered By Giphy",,41,0,12,Wed Oct 01 19:59:55 +0000 2014,0,False,2397,en,Men Featuring Images in Oakland https://t.co/6rb7nuwbbE,False,False,False,1
2794753213,2794753213,Fantasy Florist,fantasy_florist,An Imaginary Nursery,all about fantastic flowers! by @spinnylights and @katierosepipkin.,https://t.co/ex1de7WPwA,379,12,38,Sat Sep 06 20:50:29 +0000 2014,0,False,22371,en,Czelghaurian Shapweed: Flowers are red. Toxic. Fruit a lute. Tastes of the future.,False,False,False,1
2792755474,2792755474,it's about time,TodayFinally,,"a tiny twitter program by zach gage. for the full experience, turn on text notifications from me. I tweet once a day at 9am EST.",http://t.co/9sMo1YZScV,55,2,4,Mon Sep 29 20:09:29 +0000 2014,0,False,759,en,today!!! I'm finally relearning diligence and persistence in the academic sphere!!!,False,True,False,1
2787206222,2787206222,every MTG legend,everyMTGlegend,The Coast Where Wizards Chill,tweeting every legendary MTG card (as of 10/2015) task complete in ~1 year,,37,45,7,Wed Sep 03 03:39:41 +0000 2014,0,False,191,en,"Hazezon Tamar When Hazezon Tamar enters the battlefield,..."" https://t.co/8CEa2We862",False,False,False,1
2785658785,2785658785,badpng bot,badpng,,"PNG re-encoder. Message me images. I like line art and fields of solid color best (photos get me over-excited). Gfx by @mcclure111, bot by @thricedotted.",https://t.co/LHylc1kj6K,1814,0,172,Tue Sep 02 09:45:19 +0000 2014,5106,False,57061,en,@imgbotrays https://t.co/ortFg7HVne,False,True,False,1
2784743756,2784743756,me + you,relations_js,,updates every few hours // made by @katierosepipkin,,99,0,24,Mon Sep 01 21:46:54 +0000 2014,0,False,75,en,me: a mountaintop attainment. you: a neurologic conservator.,False,False,False,1
2781103332,2781103332,InternetDir95,1995Internet,The Internet,"Every website from the Internet International Directory, published 1995 (many dead links)",http://t.co/iQ4DLkQtuN,299,1,21,Sat Aug 30 21:20:21 +0000 2014,0,False,3855,en,https://t.co/vxzareSNvY (Digital Media: News and Current Events | Ireland),False,False,False,1
2778697934,2778697934,everycurd,everycurd,,Tweeting all the delicious dairy products in alphabetical order. Tribute to @everyword. Made by @ranjit.,,50,6,12,Fri Aug 29 16:03:44 +0000 2014,2,False,2001,en,"I am out of cheese and my job is done. My database of 2000 curds, if you want it: https://t.co/y7HEb4X1i7",False,True,False,1
2764384758,2764384758,Every Book,EveryBookBot,Inspired by @MuseumBot,"Tweeting every book. A bot by @gangles, data from @googlebooks, random subjects from @wordnik.",https://t.co/TPbvgkgnew,247,12,24,Sun Aug 24 23:25:35 +0000 2014,0,False,13551,en,A book about genealogy: Jubilee by Eliza Graham (2010) https://t.co/7l1XEQubi3,False,True,False,1
2758649640,2758649640,tiny astronaut,tiny_astro_naut,,tiny adventures of tiny astronauts injected into @tiny_star_field's tiny star fields. by @elibrody,http://t.co/p2MpascZzX,9968,2,185,Sat Aug 23 12:39:49 +0000 2014,3399,False,8782,en,". +  + 　 . * . .　　
 ⋆  ·　　　　　.   +  · 　　
 　　　 . 
 　　  　　　　　　　　     ·  *  
　 ✦  ˚   ·　　　　 ⊹ 
 　　🚀   　 ·
@tiny_star_field",False,False,False,1
2756361932,2756361932,sext words,sextmanteau_bot,sextylvania,@portmanteau_bot + @wikisext // by @thricedotted,https://t.co/qGCGttmwIw,99,0,17,Fri Aug 22 20:32:22 +0000 2014,0,False,1665,en,sextcised,False,False,False,1
2748844394,2748844394,botechre,botechre,Rochdale,likely Autechre song titles // a bot by @inky,http://t.co/PdagJGqVMR,156,1,19,Wed Aug 20 12:04:26 +0000 2014,0,False,22280,en-gb,Taetestroin_881214,False,False,False,1
2727019322,2727019322,Untag Me!,untag_me,,The ONLY way for Twitter users remove themselves from conversations!,,26,4,5,Tue Aug 12 19:04:23 +0000 2014,0,False,3799,en,ugh dad http://t.co/rL88nXnVc3,False,True,False,1
2720832374,2720832374,Rules of Cards,rulesofcards,,A bot that generates rules for impossible card games. By @atduskgreg.,,66,1,13,Sun Aug 10 04:34:16 +0000 2014,0,False,2989,en,Chinese Poker or sometimes as Back Alley Bridge or sometimes as Junk Poker.,False,True,False,1
2719936344,2719936344,ＣＹＢＥＲＥＶＥＲＹＷＯＲＤ＋,CyberEveryword,ＣＹＢＥＲＳＰＡＣＥ,ＣＹＢＥＲＣＯＮＮＥＣＴＩＮＧ　ＣＹＢＥＲＹＯＵ　ＣＹＢＥＲＷＩＴＨ　ＣＹＢＥＲＴＨＥ　ＣＹＢＥＲＬＡＴＥＳＴ　ＣＹＢＥＲＶＯＣＡＢＵＬＡＲＹ,,5744,3,112,Sat Aug 09 19:09:46 +0000 2014,2,False,105941,en,ＣＹＢＥＲＫＯＮＡＲＩＯＴ,False,True,False,1
2718335652,2718335652,everyword Comic Sans,ComicSansWords,"Redmond, WA","Every word in the English language, in Comic Sans MS. My friends think I'm fun! By @avestal.",http://t.co/JVPsL58CXX,22,0,10,Sat Aug 09 01:31:56 +0000 2014,0,False,1212,en,adit http://t.co/Ioa85JaigW,False,True,False,1
2717905134,2717905134,all of the cheese,everycheese,cheese land,"cheese cheese cheese // updates every 4 hours // by @thricedotted, with inspiration from cheese and @mattlaschneider",https://t.co/0cV8vQsQSV,51,1,12,Fri Aug 08 20:23:08 +0000 2014,0,False,111,en,gjetost () http://t.co/QQuxR5jx39,False,False,False,1
2709947906,2709947906,vox_ebooks,vox_ebooks,,,,396,0,17,Tue Aug 05 18:02:15 +0000 2014,0,False,3608,en,John McCain I refuse to behave.,False,True,False,1
2708127300,2708127300,wow rude,wowwwrude,,it's never not funny・#botALLY・#wowwwnetwork,,659,806,19,Tue Aug 05 03:20:58 +0000 2014,1,False,9565,en,@Falcon_105 wow rude,False,True,False,1
2704554914,2704554914,Reverse OCR,reverseocr,,A bot that picks a word and then draws randomly until an OCR library (http://t.co/XmDeI5TWoF) reads that word. 4x daily. Also on Tumblr. // by @tinysubversions,http://t.co/r2HzjsqHTU,2149,1,198,Sun Aug 03 17:26:28 +0000 2014,0,False,3741,en,smoker https://t.co/v9gNv1D2Xz,False,True,False,1
2680283464,2680283464,emojidreams,emojidreams,,⭐️ dreams in emoji ⭐️ made by @fredbenenson ⭐️ background header by Liza Nelson ⭐️,,274,2,14,Sun Jul 06 19:05:40 +0000 2014,21,False,15340,en,🙇 💭 🌷 🍉 🙊,False,True,False,1
2671843464,2671843464,sea change,100yearsrising,,"sea rise predictions / at-risk cities from the international panel on climate change. (more information, ipcc.ch. inquires, @katierosepipkin)",,147,0,31,Wed Jul 23 04:48:36 +0000 2014,0,False,96,en,"へへ2109へへへへへへへへへへ
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒",False,False,False,1
2661230324,2661230324,PROGRAMR.BAT,PROGRAMR_BAT,A:\GARBAGE.DAT,code minus context // a bot by @inky // task will complete in 2108 // see also: @rustminus,http://t.co/PdagJGqVMR,864,5,62,Sun Jul 20 01:34:27 +0000 2014,0,False,23022,en-gb,"* error occurs, then NULL is returned and an error message will",False,False,False,1
2657893981,2657893981,Dr. Phil Notademon,DrPhilRx,,A SO▚URCE FOR GOO㌫D ADVICE AND NOT A B▔OT OR DEMポON,,50,2,10,Fri Jul 18 22:07:17 +0000 2014,0,False,1228,en,TELL YOUR GIRLFRIEN▐D OR BOYFRIEꫠND  THAT THEY'RE ▓BECOMING FAT. JUST S▞AY THE IMA𐤟GE OF GOD IS IN…,False,True,False,1
2651794214,2651794214,Karenina Clones,KareninaClones,Москва,Happy bots are all alike; every unhappy bot is unhappy in its own way. A bot by #botALLY @ddbeck,https://t.co/bnnJSF5i6Q,10,2,4,Wed Jul 16 19:56:44 +0000 2014,0,False,5775,en,Funny streetcars are all alike; every unfunny streetcar is unfunny in its own way.,False,True,False,1
2651152393,2651152393,assignments.txt,assignments_txt,,"daily writing assignments, posts twice a day ~bot by @cblgh~",,148,0,22,Wed Jul 16 14:00:02 +0000 2014,0,False,1723,en-gb,300 word short story set in get lucky,False,False,False,1
